Order_ID,Order_Date,Customer_ID,Customer_Name,Product_ID,Product_Name,Category,Region,City,Quantity,Unit_Price,Discount,Revenue,Cost,Profit,Payment_Method,Customer_Segment,Year,Month,Month_Name,Quarter,Profit_Margin_Pct
ORD018899,2025-06-23,C0722,Ella Lewis,P022,Air Fryer,Home Appliances,East Midlands,Leicester,1,133.8,0.15,113.73,67.93,45.8,Debit Card,Consumer,2025,6,Jun,Q2,40.27081684691814
ORD018930,2025-06-23,C0854,Mia Thomas,P029,Travel Bag,Accessories,Wales,Cardiff,2,108.51,0.0,217.02,103.12,113.9,Credit Card,Corporate,2025,6,Jun,Q2,52.48364206063957
ORD019131,2025-06-23,C0378,Liam Johnson,P018,Dumbbell Set,Sports,South East,Southampton,1,79.7,0.0,79.7,42.43,37.27,Debit Card,Consumer,2025,6,Jun,Q2,46.76286072772899
ORD019138,2025-06-23,C0877,Leo Edwards,P005,Mechanical Keyboard,Electronics,South West,Bristol,4,118.02,0.0,472.08,258.04,214.04,Credit Card,Small Business,2025,6,Jun,Q2,45.339772919844094
ORD000139,2025-06-24,C0925,Chloe Jones,P024,Electric Kettle,Home Appliances,London,London,1,49.31,0.0,49.31,24.81,24.5,Credit Card,Small Business,2025,6,Jun,Q2,49.68566213749746
ORD000337,2025-06-24,C0739,Muhammad Clarke,P027,Backpack,Accessories,North East,Middlesbrough,2,79.46,0.05,150.97,77.1,73.87,PayPal,Consumer,2025,6,Jun,Q2,48.930251043253634
ORD000378,2025-06-24,C0021,Sophie Thomas,P022,Air Fryer,Home Appliances,South West,Plymouth,3,126.02,0.05,359.16,206.7,152.46,Credit Card,Corporate,2025,6,Jun,Q2,42.449047778149016
ORD001344,2025-06-24,C0779,Jacob White,P013,Filing Cabinet,Furniture,East Midlands,Derby,4,137.12,0.1,493.63,329.68,163.95,PayPal,Corporate,2025,6,Jun,Q2,33.2131353442862
ORD001726,2025-06-24,C0055,Harry Wright,P028,Leather Wallet,Accessories,South West,Exeter,2,57.31,0.1,103.16,50.78,52.38,Credit Card,Consumer,2025,6,Jun,Q2,50.775494377665765
ORD002705,2025-06-24,C0671,Leo White,P005,Mechanical Keyboard,Electronics,East of England,Cambridge,1,121.63,0.0,121.63,64.7,56.93,PayPal,Consumer,2025,6,Jun,Q2,46.80588670558251
ORD002990,2025-06-24,C0779,Jacob White,P017,Yoga Mat,Sports,North East,Newcastle,3,38.0,0.0,114.0,53.82,60.18,Credit Card,Corporate,2025,6,Jun,Q2,52.78947368421053
ORD003109,2025-06-24,C0014,Ella Johnson,P005,Mechanical Keyboard,Electronics,Yorkshire,Leeds,1,116.74,0.0,116.74,64.17,52.57,Debit Card,Small Business,2025,6,Jun,Q2,45.03169436354292
ORD004288,2025-06-24,C0905,Ethan Lewis,P013,Filing Cabinet,Furniture,Scotland,Edinburgh,1,140.88,0.0,140.88,82.54,58.34,Debit Card,Consumer,2025,6,Jun,Q2,41.41113003975014
ORD004502,2025-06-24,C0979,Sophia Davies,P023,Robot Vacuum,Home Appliances,North West,Manchester,2,341.73,0.0,683.46,428.76,254.7,Credit Card,Consumer,2025,6,Jun,Q2,37.26626283908349
ORD004613,2025-06-24,C0270,Grace Green,P011,Desk Lamp,Furniture,Scotland,Glasgow,1,68.42,0.1,61.58,31.84,29.74,Credit Card,Consumer,2025,6,Jun,Q2,48.29490094186424
ORD004887,2025-06-24,C0854,Mia Thomas,P030,Smart Watch,Accessories,East Midlands,Leicester,3,233.52,0.0,700.56,410.04,290.52,Credit Card,Corporate,2025,6,Jun,Q2,41.46968139773895
ORD005363,2025-06-24,C0392,Charlie Lewis,P026,Blender,Home Appliances,London,London,1,70.71,0.0,70.71,33.85,36.86,Credit Card,Small Business,2025,6,Jun,Q2,52.12841182293877
ORD005571,2025-06-24,C0224,Leo Jones,P020,Sports Backpack,Sports,South East,Southampton,2,61.0,0.0,122.0,62.24,59.76,Credit Card,Small Business,2025,6,Jun,Q2,48.983606557377044
ORD006614,2025-06-24,C0873,Sophia Evans,P014,Office Desk,Furniture,London,London,3,331.58,0.0,994.74,585.36,409.38,Debit Card,Small Business,2025,6,Jun,Q2,41.154472525484046
ORD006806,2025-06-24,C0785,Liam Hall,P013,Filing Cabinet,Furniture,Wales,Cardiff,2,144.94,0.0,289.88,162.0,127.88,Credit Card,Consumer,2025,6,Jun,Q2,44.11480612667311
ORD007474,2025-06-24,C0540,Jack Jones,P004,Bluetooth Speaker,Electronics,South East,Reading,2,91.33,0.0,182.66,97.36,85.3,Credit Card,Consumer,2025,6,Jun,Q2,46.698784627176174
ORD007977,2025-06-24,C0500,Noah Roberts,P027,Backpack,Accessories,South East,Brighton,4,76.82,0.0,307.28,156.32,150.96,Credit Card,Consumer,2025,6,Jun,Q2,49.12783129393388
ORD008437,2025-06-24,C0901,Isla Wilson,P011,Desk Lamp,Furniture,South East,Oxford,2,68.03,0.0,136.06,65.08,70.98,Credit Card,Small Business,2025,6,Jun,Q2,52.16816110539468
ORD008630,2025-06-24,C0510,Lucas White,P003,Wireless Headphones,Electronics,North West,Manchester,2,147.43,0.05,280.12,168.26,111.86,Debit Card,Consumer,2025,6,Jun,Q2,39.93288590604027
ORD008870,2025-06-24,C0623,Thomas Green,P002,Laptop Air 13,Electronics,London,London,1,850.41,0.2,680.33,551.7,128.63,PayPal,Consumer,2025,6,Jun,Q2,18.90700101421369
ORD009165,2025-06-24,C0650,Grace Wilson,P027,Backpack,Accessories,London,London,3,76.6,0.2,183.84,115.32,68.52,Debit Card,Small Business,2025,6,Jun,Q2,37.271540469973885
ORD009200,2025-06-24,C0740,Mason Jones,P005,Mechanical Keyboard,Electronics,London,London,2,124.81,0.0,249.62,135.76,113.86,Credit Card,Consumer,2025,6,Jun,Q2,45.613332265042864
ORD009317,2025-06-24,C0234,Lucas Evans,P012,Bookshelf,Furniture,East Midlands,Derby,4,181.74,0.15,617.92,428.12,189.8,Debit Card,Consumer,2025,6,Jun,Q2,30.71595028482652
ORD009565,2025-06-24,C0144,Lily Hughes,P004,Bluetooth Speaker,Electronics,London,London,1,91.0,0.05,86.45,48.42,38.03,PayPal,Consumer,2025,6,Jun,Q2,43.990746096009254
ORD009691,2025-06-24,C0704,Jack Brown,P013,Filing Cabinet,Furniture,Scotland,Edinburgh,2,141.47,0.1,254.65,166.6,88.05,Credit Card,Consumer,2025,6,Jun,Q2,34.57687021401924
ORD010110,2025-06-24,C0166,Evie Davies,P016,Training Shoes,Sports,Scotland,Aberdeen,3,100.66,0.0,301.98,156.09,145.89,Credit Card,Small Business,2025,6,Jun,Q2,48.31114643353864
ORD010252,2025-06-24,C0671,Leo White,P014,Office Desk,Furniture,London,London,1,341.81,0.1,307.63,192.85,114.78,PayPal,Consumer,2025,6,Jun,Q2,37.31105548873647
ORD012010,2025-06-24,C0230,Ella Brown,P016,Training Shoes,Sports,East Midlands,Nottingham,1,97.11,0.1,87.4,52.6,34.8,Credit Card,Consumer,2025,6,Jun,Q2,39.81693363844393
ORD012024,2025-06-24,C0261,Lucas Thomas,P004,Bluetooth Speaker,Electronics,West Midlands,Birmingham,1,89.49,0.2,71.59,47.64,23.95,Credit Card,Consumer,2025,6,Jun,Q2,33.45439307165805
ORD012114,2025-06-24,C0782,Mason Roberts,P030,Smart Watch,Accessories,London,London,2,225.6,0.2,360.96,267.96,93.0,Debit Card,Consumer,2025,6,Jun,Q2,25.76462765957447
ORD012175,2025-06-24,C0942,Muhammad Hughes,P016,Training Shoes,Sports,South East,Reading,1,103.3,0.0,103.3,52.25,51.05,Debit Card,Consumer,2025,6,Jun,Q2,49.41916747337851
ORD012203,2025-06-24,C0716,Evie Johnson,P006,Wireless Mouse,Electronics,Wales,Cardiff,4,49.87,0.0,199.48,97.04,102.44,Credit Card,Consumer,2025,6,Jun,Q2,51.35351914978945
ORD012495,2025-06-24,C0909,Sophia Roberts,P006,Wireless Mouse,Electronics,London,London,2,48.18,0.0,96.36,48.66,47.7,Credit Card,Small Business,2025,6,Jun,Q2,49.501867995018685
ORD012767,2025-06-24,C0873,Sophia Evans,P019,Fitness Tracker,Sports,London,London,6,127.27,0.0,763.62,435.54,328.08,Credit Card,Small Business,2025,6,Jun,Q2,42.963777795238464
ORD012924,2025-06-24,C0264,Mason Hall,P013,Filing Cabinet,Furniture,South East,Reading,1,139.49,0.1,125.54,82.86,42.68,Debit Card,Consumer,2025,6,Jun,Q2,33.99713238808348
ORD013072,2025-06-24,C0541,Freya Walker,P007,4K Monitor,Electronics,North East,Sunderland,1,389.28,0.1,350.35,257.73,92.62,Credit Card,Consumer,2025,6,Jun,Q2,26.436420722135008
ORD013224,2025-06-24,C0639,Mason Wright,P008,USB-C Hub,Electronics,London,London,1,57.21,0.0,57.21,29.07,28.14,Credit Card,Consumer,2025,6,Jun,Q2,49.187205034084954
ORD013344,2025-06-24,C0202,Noah White,P015,Running Shoes,Sports,Wales,Cardiff,1,114.03,0.0,114.03,65.55,48.48,Bank Transfer,Consumer,2025,6,Jun,Q2,42.515127598000525
ORD013405,2025-06-24,C0221,George Edwards,P007,4K Monitor,Electronics,West Midlands,Wolverhampton,1,396.61,0.0,396.61,259.83,136.78,Credit Card,Consumer,2025,6,Jun,Q2,34.48727969541867
ORD013949,2025-06-24,C0946,Ella Roberts,P024,Electric Kettle,Home Appliances,Wales,Newport,3,48.55,0.15,123.8,74.88,48.92,PayPal,Consumer,2025,6,Jun,Q2,39.515347334410336
ORD014565,2025-06-24,C0582,Thomas Taylor,P019,Fitness Tracker,Sports,Yorkshire,Sheffield,1,130.02,0.1,117.02,71.59,45.43,Debit Card,Small Business,2025,6,Jun,Q2,38.82242351734747
ORD014719,2025-06-24,C0383,Isla Johnson,P027,Backpack,Accessories,London,London,1,76.79,0.0,76.79,38.45,38.34,Credit Card,Consumer,2025,6,Jun,Q2,49.9283760906368
ORD014772,2025-06-24,C0654,Chloe Hall,P030,Smart Watch,Accessories,West Midlands,Coventry,1,235.42,0.0,235.42,134.51,100.91,Bank Transfer,Consumer,2025,6,Jun,Q2,42.86381785744627
ORD015091,2025-06-24,C0493,Muhammad Hughes,P007,4K Monitor,Electronics,Wales,Cardiff,4,387.58,0.15,1317.77,1023.0,294.77,Credit Card,Small Business,2025,6,Jun,Q2,22.368850406368335
ORD015462,2025-06-24,C0217,Muhammad Thompson,P030,Smart Watch,Accessories,South East,Southampton,1,229.41,0.0,229.41,135.26,94.15,Debit Card,Consumer,2025,6,Jun,Q2,41.0400592825073
ORD015804,2025-06-24,C0131,Jack White,P026,Blender,Home Appliances,London,London,1,69.97,0.05,66.47,34.72,31.75,Credit Card,Consumer,2025,6,Jun,Q2,47.765909432826845
ORD015911,2025-06-24,C0553,Jack Wright,P025,Toaster,Home Appliances,Yorkshire,York,2,39.04,0.05,74.18,39.86,34.32,Credit Card,Consumer,2025,6,Jun,Q2,46.265839849015904
ORD016370,2025-06-24,C0976,Freya Thomas,P013,Filing Cabinet,Furniture,London,London,2,135.13,0.0,270.26,162.56,107.7,Debit Card,Corporate,2025,6,Jun,Q2,39.850514319544146
ORD016516,2025-06-24,C0427,Ethan Wright,P014,Office Desk,Furniture,West Midlands,Birmingham,3,333.51,0.1,900.48,572.82,327.66,Credit Card,Consumer,2025,6,Jun,Q2,36.38726012793177
ORD017102,2025-06-24,C0830,Mason White,P003,Wireless Headphones,Electronics,South East,Oxford,1,151.42,0.05,143.85,86.0,57.85,Bank Transfer,Small Business,2025,6,Jun,Q2,40.21550225929788
ORD018938,2025-06-24,C0344,James Roberts,P003,Wireless Headphones,Electronics,Yorkshire,York,1,155.14,0.1,139.63,83.75,55.88,Credit Card,Consumer,2025,6,Jun,Q2,40.0200529972069
ORD018945,2025-06-24,C0166,Evie Davies,P002,Laptop Air 13,Electronics,South East,Brighton,5,795.0,0.0,3975.0,2816.45,1158.55,Debit Card,Small Business,2025,6,Jun,Q2,29.145911949685534
ORD018994,2025-06-24,C0298,Charlie Johnson,P004,Bluetooth Speaker,Electronics,London,London,2,90.08,0.0,180.16,95.24,84.92,Debit Card,Consumer,2025,6,Jun,Q2,47.13587921847247
ORD019256,2025-06-24,C0506,Freya Wright,P008,USB-C Hub,Electronics,Scotland,Edinburgh,2,57.3,0.1,103.14,58.0,45.14,Debit Card,Small Business,2025,6,Jun,Q2,43.765755284079894
ORD019456,2025-06-24,C0753,Ethan Johnson,P015,Running Shoes,Sports,London,London,3,118.02,0.0,354.06,193.32,160.74,Credit Card,Consumer,2025,6,Jun,Q2,45.39908490086426
ORD019650,2025-06-24,C0005,Noah Thomas,P021,Coffee Machine,Home Appliances,South West,Exeter,2,198.74,0.05,377.61,228.88,148.73,Credit Card,Consumer,2025,6,Jun,Q2,39.3871984322449
ORD019933,2025-06-24,C0743,Ethan Thomas,P028,Leather Wallet,Accessories,West Midlands,Birmingham,1,59.35,0.0,59.35,24.86,34.49,Credit Card,Consumer,2025,6,Jun,Q2,58.11288963774221
ORD000435,2025-06-25,C0715,James Brown,P005,Mechanical Keyboard,Electronics,South West,Exeter,1,125.76,0.05,119.47,65.62,53.85,Debit Card,Consumer,2025,6,Jun,Q2,45.07407717418599
ORD001748,2025-06-25,C0393,Charlie Evans,P023,Robot Vacuum,Home Appliances,Yorkshire,Sheffield,1,346.77,0.05,329.43,222.76,106.67,PayPal,Small Business,2025,6,Jun,Q2,32.38017181191755
ORD001781,2025-06-25,C0869,Mason Evans,P012,Bookshelf,Furniture,London,London,2,179.45,0.0,358.9,206.84,152.06,Debit Card,Consumer,2025,6,Jun,Q2,42.36834772917247
ORD002083,2025-06-25,C0563,Sophie Brown,P024,Electric Kettle,Home Appliances,East of England,Norwich,3,49.46,0.0,148.38,76.38,72.0,PayPal,Consumer,2025,6,Jun,Q2,48.52405984634048
ORD002243,2025-06-25,C0104,Emily Johnson,P027,Backpack,Accessories,South West,Exeter,2,80.8,0.0,161.6,74.7,86.9,PayPal,Consumer,2025,6,Jun,Q2,53.77475247524753
ORD002249,2025-06-25,C0202,Noah White,P016,Training Shoes,Sports,South East,Brighton,1,98.78,0.0,98.78,53.55,45.23,Debit Card,Consumer,2025,6,Jun,Q2,45.78862117837619
ORD002309,2025-06-25,C0488,Emily Davies,P025,Toaster,Home Appliances,South East,Southampton,1,38.34,0.0,38.34,20.06,18.28,Debit Card,Consumer,2025,6,Jun,Q2,47.678664580073026
ORD002377,2025-06-25,C0755,Thomas Thomas,P006,Wireless Mouse,Electronics,London,London,1,48.73,0.05,46.29,23.75,22.54,Debit Card,Consumer,2025,6,Jun,Q2,48.69302225102614
ORD002654,2025-06-25,C0701,Jack Wright,P018,Dumbbell Set,Sports,South East,Southampton,2,81.5,0.0,163.0,84.7,78.3,Debit Card,Corporate,2025,6,Jun,Q2,48.03680981595092
ORD002824,2025-06-25,C0638,Ava Wright,P014,Office Desk,Furniture,Wales,Cardiff,1,343.54,0.0,343.54,195.89,147.65,Credit Card,Consumer,2025,6,Jun,Q2,42.978983524480405
ORD002936,2025-06-25,C0587,Isla Jones,P009,Office Chair,Furniture,South West,Plymouth,3,245.12,0.0,735.36,433.14,302.22,PayPal,Corporate,2025,6,Jun,Q2,41.09823759791123
ORD003150,2025-06-25,C0771,Emily Edwards,P021,Coffee Machine,Home Appliances,East Midlands,Leicester,1,198.99,0.0,198.99,115.27,83.72,Debit Card,Consumer,2025,6,Jun,Q2,42.07246595306297
ORD003255,2025-06-25,C0840,Olivia Wilson,P015,Running Shoes,Sports,East of England,Norwich,1,117.41,0.0,117.41,66.37,51.04,Credit Card,Consumer,2025,6,Jun,Q2,43.47159526445788
ORD003981,2025-06-25,C0967,Noah Hughes,P002,Laptop Air 13,Electronics,North East,Sunderland,2,800.79,0.0,1601.58,1104.28,497.3,Credit Card,Consumer,2025,6,Jun,Q2,31.050587544799512
ORD004260,2025-06-25,C0838,Ava Hall,P006,Wireless Mouse,Electronics,Yorkshire,Sheffield,1,50.39,0.0,50.39,24.22,26.17,Debit Card,Corporate,2025,6,Jun,Q2,51.93490771978567
ORD005089,2025-06-25,C0459,Noah White,P016,Training Shoes,Sports,West Midlands,Birmingham,1,102.13,0.15,86.81,52.9,33.91,Bank Transfer,Small Business,2025,6,Jun,Q2,39.062320009215526
ORD005452,2025-06-25,C0048,Mason Johnson,P029,Travel Bag,Accessories,London,London,1,103.74,0.1,93.37,53.52,39.85,Debit Card,Consumer,2025,6,Jun,Q2,42.6796615615294
ORD005618,2025-06-25,C0748,Sophie Jones,P019,Fitness Tracker,Sports,West Midlands,Coventry,2,132.18,0.05,251.14,145.32,105.82,Credit Card,Corporate,2025,6,Jun,Q2,42.1358604762284
ORD005969,2025-06-25,C0627,Emily Johnson,P020,Sports Backpack,Sports,Northern Ireland,Derry,4,61.51,0.1,221.44,125.48,95.96,Debit Card,Small Business,2025,6,Jun,Q2,43.334537572254334
ORD006432,2025-06-25,C0583,Muhammad Hughes,P023,Robot Vacuum,Home Appliances,East Midlands,Derby,1,341.05,0.0,341.05,224.48,116.57,Credit Card,Small Business,2025,6,Jun,Q2,34.1797390411963
ORD007166,2025-06-25,C0581,Harry Green,P005,Mechanical Keyboard,Electronics,North West,Liverpool,2,120.7,0.0,241.4,132.52,108.88,Credit Card,Consumer,2025,6,Jun,Q2,45.10356255178127
ORD007398,2025-06-25,C0279,Oliver Johnson,P020,Sports Backpack,Sports,Scotland,Glasgow,4,59.26,0.0,237.04,124.64,112.4,PayPal,Consumer,2025,6,Jun,Q2,47.41815727303409
ORD007539,2025-06-25,C0132,Thomas Wright,P026,Blender,Home Appliances,London,London,1,71.01,0.1,63.91,35.03,28.88,Debit Card,Consumer,2025,6,Jun,Q2,45.18854639336567
ORD009289,2025-06-25,C0361,Jack Taylor,P027,Backpack,Accessories,London,London,1,75.7,0.0,75.7,37.12,38.58,Bank Transfer,Small Business,2025,6,Jun,Q2,50.96433289299868
ORD009401,2025-06-25,C0257,Isla Edwards,P026,Blender,Home Appliances,West Midlands,Coventry,2,68.98,0.15,117.27,70.46,46.81,Debit Card,Consumer,2025,6,Jun,Q2,39.91643216508912
ORD009420,2025-06-25,C0791,Grace Evans,P023,Robot Vacuum,Home Appliances,West Midlands,Wolverhampton,1,343.22,0.2,274.58,220.07,54.51,Bank Transfer,Small Business,2025,6,Jun,Q2,19.85213781047418
ORD009490,2025-06-25,C0179,Evie Clarke,P024,Electric Kettle,Home Appliances,Yorkshire,Sheffield,1,50.55,0.05,48.02,24.59,23.43,Credit Card,Consumer,2025,6,Jun,Q2,48.79216992919616
ORD009710,2025-06-25,C0568,Jacob Hughes,P026,Blender,Home Appliances,Yorkshire,Leeds,3,67.26,0.1,181.6,105.27,76.33,PayPal,Small Business,2025,6,Jun,Q2,42.03193832599119
ORD010322,2025-06-25,C0134,Noah Thomas,P026,Blender,Home Appliances,North West,Manchester,4,68.79,0.0,275.16,140.12,135.04,Debit Card,Small Business,2025,6,Jun,Q2,49.07690071231283
ORD010327,2025-06-25,C0123,Muhammad Jones,P005,Mechanical Keyboard,Electronics,Scotland,Glasgow,1,121.81,0.05,115.72,62.68,53.04,Debit Card,Consumer,2025,6,Jun,Q2,45.834773591427584
ORD010587,2025-06-25,C0614,Liam Brown,P019,Fitness Tracker,Sports,London,London,1,125.75,0.05,119.46,73.17,46.29,Credit Card,Small Business,2025,6,Jun,Q2,38.74937217478654
ORD010944,2025-06-25,C0715,James Brown,P011,Desk Lamp,Furniture,East Midlands,Derby,1,67.84,0.0,67.84,32.37,35.47,Debit Card,Consumer,2025,6,Jun,Q2,52.28478773584905
ORD011031,2025-06-25,C0835,Sophia Thompson,P012,Bookshelf,Furniture,East of England,Norwich,1,181.28,0.1,163.15,104.13,59.02,Debit Card,Consumer,2025,6,Jun,Q2,36.17529880478087
ORD011134,2025-06-25,C0766,Muhammad Hall,P005,Mechanical Keyboard,Electronics,Yorkshire,Unknown,3,116.5,0.1,314.55,199.35,115.2,Credit Card,Small Business,2025,6,Jun,Q2,36.62374821173104
ORD011519,2025-06-25,C0649,Olivia Hughes,P010,Standing Desk,Furniture,Scotland,Edinburgh,4,489.95,0.1,1763.82,1231.12,532.7,Credit Card,Corporate,2025,6,Jun,Q2,30.201494483564083
ORD012457,2025-06-25,C0987,Ella Edwards,P017,Yoga Mat,Sports,Scotland,Glasgow,1,38.61,0.0,38.61,17.8,20.81,Debit Card,Consumer,2025,6,Jun,Q2,53.8979538979539
ORD012462,2025-06-25,C0098,Mia Taylor,P027,Backpack,Accessories,South East,Reading,1,77.57,0.05,73.69,38.23,35.46,Debit Card,Consumer,2025,6,Jun,Q2,48.12050481747863
ORD012652,2025-06-25,C0303,George Jones,P011,Desk Lamp,Furniture,East Midlands,Derby,2,69.9,0.05,132.81,63.54,69.27,Debit Card,Small Business,2025,6,Jun,Q2,52.157217077027326
ORD012768,2025-06-25,C0780,Jacob Jones,P029,Travel Bag,Accessories,London,London,3,104.26,0.05,297.14,154.83,142.31,Credit Card,Small Business,2025,6,Jun,Q2,47.89324897354783
ORD012842,2025-06-25,C0390,Mason Edwards,P011,Desk Lamp,Furniture,South East,Southampton,3,69.49,0.0,208.47,94.92,113.55,Debit Card,Corporate,2025,6,Jun,Q2,54.46826881565693
ORD012906,2025-06-25,C0033,Isabella Thompson,P025,Toaster,Home Appliances,Scotland,Aberdeen,2,37.42,0.0,74.84,39.8,35.04,Credit Card,Consumer,2025,6,Jun,Q2,46.819882415820416
ORD013170,2025-06-25,C0342,Freya White,P006,Wireless Mouse,Electronics,Wales,Swansea,1,51.23,0.0,51.23,24.0,27.23,PayPal,Consumer,2025,6,Jun,Q2,53.15244973648253
ORD013257,2025-06-25,C0271,Harry Evans,P030,Smart Watch,Accessories,Wales,Cardiff,1,233.28,0.05,221.62,138.05,83.57,Debit Card,Consumer,2025,6,Jun,Q2,37.70869055139428
ORD013472,2025-06-25,C0728,Emily Edwards,P006,Wireless Mouse,Electronics,East of England,Ipswich,1,48.25,0.0,48.25,24.43,23.82,Credit Card,Consumer,2025,6,Jun,Q2,49.3678756476684
ORD013663,2025-06-25,C0904,Olivia Jones,P013,Filing Cabinet,Furniture,South East,Southampton,3,136.81,0.05,389.91,249.54,140.37,PayPal,Consumer,2025,6,Jun,Q2,36.00061552666
ORD014270,2025-06-25,C0460,Charlie White,P022,Air Fryer,Home Appliances,East of England,Cambridge,3,129.19,0.15,329.43,209.19,120.24,Credit Card,Consumer,2025,6,Jun,Q2,36.49940806848192
ORD014290,2025-06-25,C0945,Ethan Thompson,P015,Running Shoes,Sports,North West,Liverpool,2,120.14,0.1,216.25,130.08,86.17,PayPal,Small Business,2025,6,Jun,Q2,39.847398843930634
ORD014588,2025-06-25,C0958,James Roberts,P026,Blender,Home Appliances,North West,Liverpool,3,68.45,0.0,205.35,105.0,100.35,Debit Card,Small Business,2025,6,Jun,Q2,48.867786705624546
ORD014906,2025-06-25,C0848,Sophia Evans,P015,Running Shoes,Sports,West Midlands,Coventry,1,119.68,0.0,119.68,63.83,55.85,Credit Card,Consumer,2025,6,Jun,Q2,46.66610962566845
ORD015062,2025-06-25,C0067,Charlie Taylor,P004,Bluetooth Speaker,Electronics,London,London,1,86.43,0.05,82.11,46.46,35.65,Credit Card,Consumer,2025,6,Jun,Q2,43.417366946778714
ORD015164,2025-06-25,C0291,Harry Evans,P024,Electric Kettle,Home Appliances,Yorkshire,Leeds,2,49.92,0.0,99.84,49.88,49.96,PayPal,Corporate,2025,6,Jun,Q2,50.040064102564095
ORD015919,2025-06-25,C0493,Muhammad Hughes,P025,Toaster,Home Appliances,Scotland,Glasgow,3,39.07,0.0,117.21,60.69,56.52,Credit Card,Small Business,2025,6,Jun,Q2,48.22114154082417
ORD015956,2025-06-25,C0462,Harry Walker,P017,Yoga Mat,Sports,London,London,5,37.72,0.05,179.17,90.45,88.72,Debit Card,Consumer,2025,6,Jun,Q2,49.51721828431099
ORD016272,2025-06-25,C0170,Emily Hughes,P007,4K Monitor,Electronics,Scotland,Glasgow,1,411.12,0.0,411.12,252.56,158.56,Credit Card,Consumer,2025,6,Jun,Q2,38.56781474995135
ORD016436,2025-06-25,C0105,Lucas Walker,P028,Leather Wallet,Accessories,Scotland,Aberdeen,2,59.54,0.1,107.17,50.38,56.79,Debit Card,Consumer,2025,6,Jun,Q2,52.99057572081739
ORD016859,2025-06-25,C0145,Lily Thomas,P023,Robot Vacuum,Home Appliances,West Midlands,Birmingham,1,350.5,0.05,332.98,214.36,118.62,Debit Card,Consumer,2025,6,Jun,Q2,35.62376118685807
ORD016880,2025-06-25,C0715,James Brown,P008,USB-C Hub,Electronics,Northern Ireland,Belfast,2,61.37,0.1,110.47,58.32,52.15,Debit Card,Consumer,2025,6,Jun,Q2,47.207386620802026
ORD017289,2025-06-25,C0502,Thomas Walker,P016,Training Shoes,Sports,Yorkshire,York,3,100.47,0.0,301.41,160.23,141.18,Debit Card,Small Business,2025,6,Jun,Q2,46.83985269234597
ORD017656,2025-06-25,C0374,Grace Davies,P010,Standing Desk,Furniture,East Midlands,Nottingham,1,505.08,0.0,505.08,305.08,200.0,Debit Card,Consumer,2025,6,Jun,Q2,39.59768749505029
ORD017845,2025-06-25,C0140,Emily White,P007,4K Monitor,Electronics,West Midlands,Birmingham,1,391.55,0.0,391.55,256.53,135.02,Credit Card,Small Business,2025,6,Jun,Q2,34.48346315923892
ORD018226,2025-06-25,C0569,Olivia Thomas,P006,Wireless Mouse,Electronics,London,London,1,50.25,0.0,50.25,23.89,26.36,Debit Card,Consumer,2025,6,Jun,Q2,52.45771144278607
ORD018330,2025-06-25,C0147,Muhammad Taylor,P020,Sports Backpack,Sports,South East,Reading,3,60.62,0.15,154.58,93.54,61.04,Debit Card,Consumer,2025,6,Jun,Q2,39.48764393841376
ORD018397,2025-06-25,C0298,Charlie Johnson,P001,Laptop Pro 14,Electronics,London,London,3,1014.56,0.0,3043.68,2205.75,837.93,Debit Card,Consumer,2025,6,Jun,Q2,27.530160857908847
ORD019692,2025-06-25,C0882,Olivia Green,P025,Toaster,Home Appliances,South East,Southampton,2,38.75,0.0,77.5,40.06,37.44,PayPal,Consumer,2025,6,Jun,Q2,48.309677419354834
ORD019712,2025-06-25,C0695,Freya Thompson,P017,Yoga Mat,Sports,North West,Liverpool,2,38.51,0.1,69.32,35.74,33.58,Unknown,Consumer,2025,6,Jun,Q2,48.44200807847663
ORD001112,2025-06-26,C0030,Oliver Walker,P004,Bluetooth Speaker,Electronics,London,London,1,88.98,0.0,88.98,46.75,42.23,Credit Card,Consumer,2025,6,Jun,Q2,47.460103394021125
ORD001126,2025-06-26,C0854,Mia Thomas,P007,4K Monitor,Electronics,London,London,1,388.59,0.0,388.59,252.73,135.86,PayPal,Corporate,2025,6,Jun,Q2,34.962299595975196
ORD001139,2025-06-26,C0704,Jack Brown,P016,Training Shoes,Sports,East Midlands,Derby,1,102.75,0.0,102.75,53.89,48.86,Credit Card,Consumer,2025,6,Jun,Q2,47.552311435523116
ORD001212,2025-06-26,C0586,Evie Wright,P010,Standing Desk,Furniture,Wales,Cardiff,2,509.61,0.0,1019.22,621.98,397.24,Credit Card,Small Business,2025,6,Jun,Q2,38.974902376326995
ORD001275,2025-06-26,C0263,Mia Wright,P002,Laptop Air 13,Electronics,South East,Southampton,1,810.88,0.1,729.79,574.44,155.35,Debit Card,Consumer,2025,6,Jun,Q2,21.286945559681552
ORD001282,2025-06-26,C0046,Leo Walker,P008,USB-C Hub,Electronics,London,London,3,55.17,0.05,157.23,87.84,69.39,Credit Card,Small Business,2025,6,Jun,Q2,44.13279908414425
ORD001777,2025-06-26,C0389,Grace Jones,P002,Laptop Air 13,Electronics,South East,Reading,3,812.33,0.2,1949.59,1698.27,251.32,Credit Card,Consumer,2025,6,Jun,Q2,12.89091552582851
