Order_ID,Order_Date,Customer_ID,Customer_Name,Product_ID,Product_Name,Category,Region,City,Quantity,Unit_Price,Discount,Revenue,Cost,Profit,Payment_Method,Customer_Segment
ORD012191,2025-01-24,C0216,Jack Hughes,P027,Backpack,Accessories,North East,Middlesbrough,1,78.83,0.1,70.95,38.12,32.83,Credit Card,Consumer
ORD012192,2025-06-11,C0717,Leo Thompson,P011,Desk Lamp,Furniture,North West,Preston,5,69.0,0.15,293.25,158.6,134.65,Credit Card,Small Business
ORD012193,2025-10-19,C0974,Amelia Walker,P019,Fitness Tracker,Sports,Scotland,Edinburgh,2,132.49,0.15,225.23,145.54,79.69,Debit Card,Consumer
ORD012194,2025-02-11,C0306,Ava Roberts,P028,Leather Wallet,Accessories,Wales,Swansea,4,59.41,0.05,225.76,99.6,126.16,Credit Card,Consumer
ORD012195,2025-04-09,C0860,Thomas Thompson,P007,4K Monitor,Electronics,East Midlands,Nottingham,1,385.93,0.1,347.34,261.3,86.04,PayPal,Consumer
ORD012196,2025-09-20,C0639,Mason Wright,P003,Wireless Headphones,Electronics,Scotland,Edinburgh,3,150.5,0.1,406.35,262.62,143.73,Credit Card,Consumer
ORD012197,2025-07-23,C0045,Harry Hall,P004,Bluetooth Speaker,Electronics,North West,Preston,2,88.69,0.05,168.51,96.02,72.49,PayPal,Small Business
ORD012198,2025-12-07,C0154,Emily White,P030,Smart Watch,Accessories,Wales,Swansea,2,237.73,0.0,475.46,270.42,205.04,Debit Card,Small Business
ORD012199,2025-11-28,C0427,Ethan Wright,P007,4K Monitor,Electronics,Wales,Swansea,1,389.46,0.2,311.57,259.82,51.75,Debit Card,Consumer
ORD012200,2025-02-26,C0792,Sophie Thompson,P024,Electric Kettle,Home Appliances,Northern Ireland,Derry,2,49.54,0.1,89.17,48.7,40.47,Credit Card,Consumer
ORD012201,2025-09-11,C0153,Isla Wright,P001,Laptop Pro 14,Electronics,East Midlands,Leicester,3,962.81,0.2,2310.74,2220.78,89.96,PayPal,Consumer
ORD012202,2025-12-28,C0351,Charlie Clarke,P002,Laptop Air 13,Electronics,Yorkshire,Leeds,2,790.07,0.15,1343.12,1123.42,219.7,Debit Card,Corporate
ORD012203,2025-06-24,C0716,Evie Johnson,P006,Wireless Mouse,Electronics,Wales,Cardiff,4,49.87,0.0,199.48,97.04,102.44,Credit Card,Consumer
ORD012204,2025-06-06,C0677,Chloe Jones,P023,Robot Vacuum,Home Appliances,North West,Preston,2,349.26,0.0,698.52,440.78,257.74,Credit Card,Consumer
ORD012205,2025-10-16,C0535,Sophie Taylor,P029,Travel Bag,Accessories,North East,Newcastle,1,108.07,0.1,97.26,52.09,45.17,Credit Card,Consumer
ORD012206,2025-04-28,C0831,Evie Thompson,P002,Laptop Air 13,Electronics,North West,Liverpool,1,800.19,0.0,800.19,564.12,236.07,Credit Card,Consumer
ORD012207,2025-06-02,C0122,Sophie Johnson,P009,Office Chair,Furniture,South West,Plymouth,2,247.53,0.0,495.06,297.5,197.56,PayPal,Small Business
ORD012208,2025-03-15,C0980,Sophia Smith,P025,Toaster,Home Appliances,Wales,Swansea,3,39.43,0.0,118.29,60.6,57.69,PayPal,Small Business
ORD012209,2025-03-26,C0232,James Roberts,P004,Bluetooth Speaker,Electronics,Wales,Newport,1,87.83,0.05,83.44,47.4,36.04,PayPal,Consumer
ORD012210,2025-09-06,C0731,Emily Davies,P017,Yoga Mat,Sports,West Midlands,Coventry,2,37.19,0.05,70.66,35.4,35.26,PayPal,Corporate
ORD012211,2025-10-23,C0763,Thomas Taylor,P030,Smart Watch,Accessories,West Midlands,Wolverhampton,2,231.11,0.0,462.22,267.68,194.54,Credit Card,Consumer
ORD012212,2025-06-29,C0607,Olivia Taylor,P026,Blender,Home Appliances,East of England,Norwich,4,66.83,0.1,240.59,142.56,98.03,Credit Card,Consumer
ORD012213,2025-02-10,C0173,Thomas Green,P007,4K Monitor,Electronics,East of England,Ipswich,1,402.95,0.0,402.95,258.51,144.44,Credit Card,Small Business
ORD012214,2025-08-26,C0139,James Davies,P013,Filing Cabinet,Furniture,Yorkshire,Sheffield,6,137.03,0.05,781.07,489.12,291.95,Credit Card,Small Business
ORD012215,2025-09-27,C0247,Grace Johnson,P008,USB-C Hub,Electronics,South East,Brighton,2,58.13,0.0,116.26,57.26,59.0,Credit Card,Small Business
ORD012216,2025-01-22,C0748,Sophie Jones,P009,Office Chair,Furniture,East Midlands,Nottingham,3,260.78,0.0,782.34,434.88,347.46,Credit Card,Corporate
ORD012217,2025-05-25,C0800,Olivia Thomas,P029,Travel Bag,Accessories,East of England,Norwich,1,106.47,0.0,106.47,51.37,55.1,Credit Card,Consumer
ORD012218,2025-06-10,C0719,Noah Wright,P020,Sports Backpack,Sports,South West,Bristol,1,58.08,0.05,55.18,30.19,24.99,Credit Card,Consumer
ORD012219,2025-06-17,C0163,Isla Walker,P001,Laptop Pro 14,Electronics,Yorkshire,Leeds,1,970.98,0.2,776.78,708.15,68.63,Credit Card,Consumer
ORD012220,2025-09-10,C0315,Jacob Clarke,P026,Blender,Home Appliances,London,London,5,68.56,0.15,291.38,177.7,113.68,PayPal,Corporate
ORD012221,2025-10-02,C0128,Harry Taylor,P006,Wireless Mouse,Electronics,Yorkshire,Leeds,1,46.86,0.0,46.86,24.32,22.54,Credit Card,Consumer
ORD012222,2025-02-02,C0458,Liam Hall,P014,Office Desk,Furniture,East of England,Norwich,2,320.52,0.1,576.94,387.26,189.68,Debit Card,Small Business
ORD012223,2025-11-15,C0026,Jacob Hall,P024,Electric Kettle,Home Appliances,South East,Southampton,1,50.27,0.0,50.27,25.84,24.43,Debit Card,Consumer
ORD012224,2025-07-03,C0048,Mason Johnson,P030,Smart Watch,Accessories,South East,Brighton,1,237.02,0.0,237.02,136.28,100.74,Debit Card,Consumer
ORD012225,2025-12-15,C0503,Isabella White,P015,Running Shoes,Sports,South West,Plymouth,1,119.09,0.15,101.23,64.49,36.74,Credit Card,Consumer
ORD012226,2025-05-25,C0616,Olivia Hall,P008,USB-C Hub,Electronics,South East,Reading,2,58.73,0.05,111.59,56.16,55.43,PayPal,Consumer
ORD012227,2025-11-10,C0541,Freya Walker,P009,Office Chair,Furniture,North West,Liverpool,2,253.52,0.0,507.04,293.22,213.82,Debit Card,Consumer
ORD012228,2025-11-07,C0042,Amelia Lewis,P004,Bluetooth Speaker,Electronics,East of England,Norwich,2,90.93,0.1,163.67,97.54,66.13,Credit Card,Consumer
ORD012229,2025-04-04,C0562,Jack Wilson,P017,Yoga Mat,Sports,East Midlands,Derby,1,37.98,0.0,37.98,18.2,19.78,Credit Card,Consumer
ORD012230,2025-11-04,C0332,Lucas Davies,P004,Bluetooth Speaker,Electronics,London,London,1,91.13,0.05,86.57,48.53,38.04,Debit Card,Small Business
ORD012231,2025-07-27,C0652,Charlie Brown,P027,Backpack,Accessories,South West,Plymouth,1,82.24,0.05,78.13,37.01,41.12,Credit Card,Consumer
ORD012232,2025-01-08,C0404,Ava Taylor,P030,Smart Watch,Accessories,London,London,2,224.37,0.05,426.3,270.16,156.14,PayPal,Small Business
ORD012233,2025-02-13,C0235,Lucas Thomas,P013,Filing Cabinet,Furniture,London,London,1,139.39,0.15,118.48,81.54,36.94,Debit Card,Consumer
ORD012234,2025-10-30,C0614,Liam Brown,P009,Office Chair,Furniture,North West,Liverpool,1,239.24,0.0,239.24,146.96,92.28,Debit Card,Small Business
ORD012235,2025-06-05,C0842,Ethan White,P002,Laptop Air 13,Electronics,Scotland,Aberdeen,1,792.87,0.0,792.87,547.69,245.18,Credit Card,Consumer
ORD012236,2025-01-10,C0847,Oliver Thompson,P015,Running Shoes,Sports,North West,Preston,1,117.15,0.0,117.15,64.62,52.53,PayPal,Consumer
ORD012237,2025-12-10,C0686,Grace Wilson,P022,Air Fryer,Home Appliances,West Midlands,Wolverhampton,4,128.57,0.0,514.28,277.0,237.28,Debit Card,Consumer
ORD012238,2025-06-19,C0679,Jacob Walker,P018,Dumbbell Set,Sports,London,London,1,76.81,0.0,76.81,42.33,34.48,Debit Card,Consumer
ORD012239,2025-03-21,C0580,Sophie Wright,P017,Yoga Mat,Sports,East of England,Ipswich,1,40.16,0.15,34.14,17.88,16.26,Debit Card,Consumer
ORD012240,2025-12-18,C0856,Grace Davies,P020,Sports Backpack,Sports,South West,Plymouth,1,59.25,0.15,50.36,30.37,19.99,Credit Card,Consumer
ORD012241,2025-11-12,C0504,Amelia Hall,P015,Running Shoes,Sports,Wales,Swansea,1,122.1,0.0,122.1,63.89,58.21,Debit Card,Consumer
ORD012242,2025-04-17,C0140,Emily White,P011,Desk Lamp,Furniture,West Midlands,Coventry,4,71.19,0.0,284.76,127.04,157.72,PayPal,Small Business
ORD012243,2025-10-10,C0829,Jacob Wilson,P018,Dumbbell Set,Sports,Wales,Swansea,2,80.03,0.0,160.06,84.92,75.14,PayPal,Consumer
ORD012244,2025-12-16,C0174,Ella Walker,P018,Dumbbell Set,Sports,South West,Bristol,2,83.21,0.2,133.14,84.84,48.3,Bank Transfer,Small Business
ORD012245,2025-01-26,C0183,Charlie Davies,P026,Blender,Home Appliances,London,London,4,68.1,0.0,272.4,137.48,134.92,Debit Card,Small Business
ORD012246,2025-12-15,C0102,Ella Jones,P019,Fitness Tracker,Sports,North West,Preston,1,127.05,0.1,114.34,72.99,41.35,Credit Card,Consumer
ORD012247,2025-01-21,C0737,Grace Roberts,P028,Leather Wallet,Accessories,North West,Liverpool,1,59.92,0.05,56.92,25.15,31.77,Credit Card,Corporate
ORD012248,2025-01-02,C0888,Sophia Clarke,P007,4K Monitor,Electronics,South West,Exeter,1,410.31,0.0,410.31,261.45,148.86,Credit Card,Consumer
ORD012249,2025-08-14,C0904,Olivia Jones,P012,Bookshelf,Furniture,Wales,Newport,1,177.2,0.15,150.62,105.24,45.38,PayPal,Consumer
ORD012250,2025-07-31,C0600,Liam Lewis,P028,Leather Wallet,Accessories,South East,Brighton,1,57.96,0.0,57.96,24.5,33.46,Credit Card,Consumer
ORD012251,2025-03-02,C0366,Oliver Lewis,P025,Toaster,Home Appliances,East of England,Ipswich,3,40.46,0.0,121.38,59.37,62.01,Debit Card,Small Business
ORD012252,2025-07-03,C0178,Ella Taylor,P020,Sports Backpack,Sports,South West,Exeter,3,56.56,0.0,169.68,93.3,76.38,Debit Card,Corporate
ORD012253,2025-06-26,C0539,Emily Lewis,P002,Laptop Air 13,Electronics,Northern Ireland,Derry,1,789.68,0.0,789.68,567.52,222.16,Debit Card,Small Business
ORD012254,2025-08-07,C0386,Amelia Clarke,P003,Wireless Headphones,Electronics,London,London,1,150.13,0.0,150.13,84.13,66.0,Debit Card,Consumer
ORD012255,2025-04-13,C0956,Sophia Taylor,P015,Running Shoes,Sports,West Midlands,Birmingham,1,120.98,0.05,114.93,65.64,49.29,Debit Card,Consumer
ORD012256,2025-02-18,C0697,Isla Edwards,P003,Wireless Headphones,Electronics,East Midlands,Leicester,2,149.55,0.2,239.28,173.18,66.1,Debit Card,Consumer
ORD012257,2025-01-16,C0491,Oliver Wilson,P014,Office Desk,Furniture,North East,Newcastle,3,337.42,0.05,961.65,566.13,395.52,Debit Card,Consumer
ORD012258,2025-01-04,C0870,Amelia Lewis,P006,Wireless Mouse,Electronics,Yorkshire,Leeds,2,48.65,0.1,87.57,48.68,38.89,Credit Card,Consumer
ORD012259,2025-02-10,C0942,Muhammad Hughes,P022,Air Fryer,Home Appliances,South East,Reading,1,125.72,0.0,125.72,68.59,57.13,Debit Card,Consumer
ORD012260,2025-07-07,C0491,Oliver Wilson,P027,Backpack,Accessories,South East,Southampton,2,75.34,0.0,150.68,75.96,74.72,Debit Card,Consumer
ORD012261,2025-04-29,C0510,Lucas White,P014,Office Desk,Furniture,South West,Bristol,2,324.0,0.05,615.6,388.18,227.42,Debit Card,Consumer
ORD012262,2025-03-08,C0619,Isabella Davies,P012,Bookshelf,Furniture,Wales,Newport,3,174.14,0.0,522.42,322.05,200.37,Credit Card,Corporate
ORD012263,2025-06-04,C0058,George Edwards,P014,Office Desk,Furniture,Northern Ireland,Derry,3,316.79,0.0,950.37,602.13,348.24,Debit Card,Corporate
ORD012264,2025-05-17,C0386,Amelia Clarke,P004,Bluetooth Speaker,Electronics,London,London,2,88.36,0.0,176.72,96.52,80.2,Credit Card,Consumer
ORD012265,2025-12-03,C0664,Mia Thomas,P028,Leather Wallet,Accessories,North West,Liverpool,1,59.3,0.05,56.33,24.39,31.94,PayPal,Small Business
ORD012266,2025-06-22,C0332,Lucas Davies,P016,Training Shoes,Sports,North East,Newcastle,1,100.28,0.0,100.28,53.58,46.7,PayPal,Small Business
ORD012267,2025-07-22,C0284,George Thomas,P028,Leather Wallet,Accessories,Wales,Swansea,6,61.06,0.0,366.36,146.04,220.32,Credit Card,Corporate
ORD012268,2025-04-25,C0590,Emily Brown,P013,Filing Cabinet,Furniture,South East,Southampton,1,138.25,0.0,138.25,84.18,54.07,PayPal,Consumer
ORD012269,2025-05-29,C0234,Lucas Evans,P008,USB-C Hub,Electronics,London,London,1,55.25,0.1,49.72,28.95,20.77,PayPal,Consumer
ORD012270,2025-08-30,C0454,Grace Hall,P028,Leather Wallet,Accessories,East of England,Norwich,2,57.07,0.0,114.14,50.84,63.3,PayPal,Consumer
ORD012271,2025-10-22,C0112,Evie Taylor,P027,Backpack,Accessories,South West,Plymouth,5,76.78,0.2,307.12,191.1,116.02,Debit Card,Corporate
ORD012272,2025-09-15,C0601,Harry Edwards,P013,Filing Cabinet,Furniture,London,London,2,145.55,0.1,261.99,161.44,100.55,Credit Card,Consumer
ORD012273,2025-04-29,C0874,Sophie Walker,P024,Electric Kettle,Home Appliances,South East,Reading,2,50.32,0.05,95.61,50.24,45.37,Credit Card,Consumer
ORD012274,2025-12-17,C0260,George Roberts,P014,Office Desk,Furniture,Yorkshire,Sheffield,1,334.58,0.05,317.85,194.76,123.09,Credit Card,Small Business
ORD012275,2025-10-29,C0113,Olivia Roberts,P013,Filing Cabinet,Furniture,South East,Brighton,2,142.61,0.05,270.96,160.34,110.62,,Small Business
ORD012276,2025-02-19,C0653,Jacob Edwards,P007,4K Monitor,Electronics,Scotland,Glasgow,1,395.23,0.0,395.23,251.95,143.28,Credit Card,Consumer
ORD012277,2025-03-08,C0425,Noah Hughes,P021,Coffee Machine,Home Appliances,West Midlands,Coventry,3,206.01,0.0,618.03,349.62,268.41,PayPal,Small Business
ORD012278,2025-03-02,C0063,Chloe Hall,P016,Training Shoes,Sports,North West,Liverpool,2,100.59,0.1,181.06,103.74,77.32,Debit Card,Corporate
ORD012279,2025-03-05,C0059,Leo Hall,P028,Leather Wallet,Accessories,Wales,Cardiff,3,56.81,0.0,170.43,75.87,94.56,Credit Card,Small Business
ORD012280,2025-02-04,C0988,Sophia Green,P016,Training Shoes,Sports,London,London,4,101.06,0.2,323.39,210.84,112.55,Credit Card,Consumer
ORD012281,2025-12-19,C0752,Sophia Walker,P004,Bluetooth Speaker,Electronics,London,London,4,87.91,0.15,298.89,197.92,100.97,Credit Card,Consumer
ORD012282,2025-09-24,C0531,Thomas Johnson,P002,Laptop Air 13,Electronics,North East,Newcastle,1,814.81,0.0,814.81,555.77,259.04,Debit Card,Consumer
ORD012283,2025-11-08,C0043,Mia Johnson,P029,Travel Bag,Accessories,West Midlands,Wolverhampton,4,108.92,0.0,435.68,207.72,227.96,Debit Card,Corporate
ORD012284,2025-04-14,C0826,George Hall,P025,Toaster,Home Appliances,North West,Manchester,1,39.11,0.0,39.11,20.32,18.79,PayPal,Consumer
ORD012285,2025-05-04,C0722,Ella Lewis,P011,Desk Lamp,Furniture,West Midlands,Birmingham,1,72.08,0.05,68.48,32.4,36.08,PayPal,Consumer
ORD012286,2025-10-22,C0951,James Roberts,P023,Robot Vacuum,Home Appliances,North East,Sunderland,1,333.13,0.15,283.16,222.64,60.52,Debit Card,Consumer
ORD012287,2025-04-13,C0483,Olivia Smith,P028,Leather Wallet,Accessories,North West,Manchester,2,57.57,0.05,109.38,50.44,58.94,Credit Card,Corporate
ORD012288,2025-11-03,C0265,Lucas Hughes,P011,Desk Lamp,Furniture,South West,Plymouth,1,68.19,0.1,61.37,32.79,28.58,Debit Card,Consumer
ORD012289,2025-05-20,C0621,Noah Jones,P022,Air Fryer,Home Appliances,West Midlands,Coventry,1,133.58,0.0,133.58,68.55,65.03,Credit Card,Consumer
ORD012290,2025-01-01,C0183,Charlie Davies,P012,Bookshelf,Furniture,South East,Reading,6,182.81,0.0,1096.86,642.96,453.9,Credit Card,Small Business
ORD012291,2025-09-28,C0338,Isabella Thomas,P001,Laptop Pro 14,Electronics,North West,Liverpool,2,998.98,0.0,1997.96,1475.84,522.12,Debit Card,Small Business
ORD012292,2025-11-06,C0234,Lucas Evans,P029,Travel Bag,Accessories,London,London,1,111.54,0.0,111.54,51.88,59.66,Credit Card,Consumer
ORD012293,2025-03-25,C0524,Liam Taylor,P010,Standing Desk,Furniture,Wales,Newport,1,492.23,0.0,492.23,314.18,178.05,Debit Card,Small Business
ORD012294,2025-10-20,C0101,Evie Clarke,P008,USB-C Hub,Electronics,East Midlands,Derby,4,59.02,0.05,224.28,117.48,106.8,Debit Card,Consumer
ORD012295,2025-10-28,C0535,Sophie Taylor,P002,Laptop Air 13,Electronics,Yorkshire,York,2,810.96,0.1,1459.73,1095.0,364.73,Credit Card,Consumer
ORD012296,2025-05-25,C0912,Harry Green,P009,Office Chair,Furniture,Yorkshire,Sheffield,1,236.05,0.05,224.25,148.57,75.68,PayPal,Consumer
ORD012297,2025-04-24,C0708,Noah Davies,P024,Electric Kettle,Home Appliances,London,London,1,47.46,0.1,42.71,24.28,18.43,Credit Card,Small Business
ORD012298,2025-10-13,C0611,Amelia Wright,P008,USB-C Hub,Electronics,South West,Plymouth,1,58.36,0.05,55.44,29.12,26.32,Debit Card,Consumer
ORD012299,2025-06-14,C0100,Sophie Thomas,P011,Desk Lamp,Furniture,East of England,Cambridge,2,70.36,0.1,126.65,65.8,60.85,Bank Transfer,Consumer
ORD012300,2025-07-31,C0243,Isla Davies,P010,Standing Desk,Furniture,East Midlands,Derby,3,482.34,0.0,1447.02,945.78,501.24,Credit Card,Small Business
ORD012301,2025-04-19,C0328,Leo Jones,P028,Leather Wallet,Accessories,East of England,Norwich,1,56.96,0.05,54.11,25.02,29.09,Credit Card,Consumer
ORD012302,2025-02-21,C0341,Jack Taylor,P016,Training Shoes,Sports,London,London,3,95.76,0.15,244.19,157.92,86.27,Credit Card,Small Business
ORD012303,2025-05-31,C0371,Oliver Walker,P006,Wireless Mouse,Electronics,East of England,Cambridge,2,48.32,0.05,91.81,47.4,44.41,Debit Card,Corporate
ORD012304,2025-12-21,C0582,Thomas Taylor,P021,Coffee Machine,Home Appliances,North West,Liverpool,3,207.09,0.05,590.21,351.42,238.79,PayPal,Small Business
ORD012305,2025-06-18,C0266,Muhammad Thomas,P029,Travel Bag,Accessories,East of England,Norwich,4,106.26,0.1,382.54,207.36,175.18,Debit Card,Consumer
ORD012306,2025-03-26,C0591,Liam Walker,P026,Blender,Home Appliances,East Midlands,Derby,3,68.53,0.0,205.59,105.75,99.84,Debit Card,Small Business
ORD012307,2025-02-19,C0140,Emily White,P026,Blender,Home Appliances,East Midlands,Leicester,1,69.4,0.0,69.4,36.09,33.31,Debit Card,Small Business
ORD012308,2025-02-15,C0014,Ella Johnson,P027,Backpack,Accessories,London,London,4,74.76,0.0,299.04,152.16,146.88,Credit Card,Small Business
ORD012309,2025-01-10,C0002,Jack Brown,P005,Mechanical Keyboard,Electronics,South East,Brighton,1,119.38,0.0,119.38,64.11,55.27,Credit Card,Consumer
ORD012310,2025-06-09,C0060,Jack Edwards,P012,Bookshelf,Furniture,North East,Newcastle,4,178.64,0.05,678.83,431.44,247.39,Credit Card,Small Business
ORD012311,2025-09-16,C0431,Noah Lewis,P010,Standing Desk,Furniture,North West,Liverpool,4,496.08,0.0,1984.32,1216.04,768.28,Credit Card,Consumer
ORD012312,2025-04-24,C0426,Charlie Wright,P025,Toaster,Home Appliances,West Midlands,Coventry,2,39.12,0.0,78.24,39.54,38.7,Credit Card,Consumer
ORD012313,2025-01-17,C0795,Jack Edwards,P019,Fitness Tracker,Sports,South East,Reading,3,125.17,0.0,375.51,213.72,161.79,Bank Transfer,Consumer
ORD012314,2025-12-24,C0363,Amelia Taylor,P007,4K Monitor,Electronics,West Midlands,Birmingham,1,401.2,0.0,401.2,251.18,150.02,Credit Card,Consumer
ORD012315,2025-04-14,C0781,Amelia Edwards,P029,Travel Bag,Accessories,East Midlands,Derby,10,109.73,0.0,1097.3,522.6,574.7,Credit Card,Corporate
ORD012316,2025-11-09,C0252,Emily Davies,P019,Fitness Tracker,Sports,London,London,1,133.77,0.05,127.08,72.92,54.16,Credit Card,Consumer
ORD012317,2025-08-22,C0156,Grace Evans,P008,USB-C Hub,Electronics,South East,Brighton,1,60.87,0.0,60.87,28.45,32.42,Debit Card,Consumer
ORD012318,2025-04-15,C0073,Ethan Edwards,P021,Coffee Machine,Home Appliances,North West,Liverpool,1,198.65,0.0,198.65,113.9,84.75,Debit Card,Consumer
ORD012319,2025-07-22,C0206,Amelia White,P016,Training Shoes,Sports,South East,Brighton,2,98.4,0.15,167.28,103.5,63.78,Debit Card,Consumer
ORD012320,2025-10-27,C0433,Jack Clarke,P008,USB-C Hub,Electronics,Wales,Newport,1,60.1,0.05,57.1,29.55,27.55,Credit Card,Consumer
ORD012321,2025-10-13,C0229,Leo Wright,P021,Coffee Machine,Home Appliances,Scotland,Glasgow,2,197.05,0.0,394.1,228.18,165.92,PayPal,Small Business
ORD012322,2025-12-11,C0265,Lucas Hughes,P025,Toaster,Home Appliances,East of England,Ipswich,2,39.63,0.0,79.26,40.66,38.6,Credit Card,Consumer
ORD012323,2025-12-06,C0146,Ethan Evans,P019,Fitness Tracker,Sports,North West,Liverpool,1,131.45,0.1,118.3,73.23,45.07,Credit Card,Consumer
ORD012324,2025-03-03,C0069,Charlie Smith,P009,Office Chair,Furniture,London,London,3,256.83,0.05,731.97,442.44,289.53,Credit Card,Consumer
ORD012325,2025-12-07,C0909,Sophia Roberts,P029,Travel Bag,Accessories,West Midlands,Birmingham,4,106.91,0.15,363.49,210.28,153.21,Debit Card,Small Business
ORD012326,2025-11-07,C0261,Lucas Thomas,P006,Wireless Mouse,Electronics,Yorkshire,York,1,49.41,0.0,49.41,24.14,25.27,Debit Card,Consumer
ORD012327,2025-08-12,C0199,Amelia Wilson,P015,Running Shoes,Sports,South West,Bristol,1,122.58,0.0,122.58,66.6,55.98,Credit Card,Consumer
ORD012328,2025-12-18,C0435,Noah Thomas,P005,Mechanical Keyboard,Electronics,London,London,1,117.25,0.15,99.66,63.84,35.82,Debit Card,Consumer
ORD012329,2025-09-24,C0148,Muhammad Wright,P019,Fitness Tracker,Sports,East Midlands,Nottingham,6,127.73,0.15,651.42,427.08,224.34,Credit Card,Corporate
ORD012330,2025-09-23,C0129,Lucas Wilson,P013,Filing Cabinet,Furniture,East of England,Norwich,1,136.08,0.1,122.47,79.9,42.57,Credit Card,Corporate
ORD012331,2025-03-02,C0581,Harry Green,P010,Standing Desk,Furniture,North East,Middlesbrough,2,509.41,0.05,967.88,592.3,375.58,Credit Card,Consumer
ORD012332,2025-08-12,C0069,Charlie Smith,P004,Bluetooth Speaker,Electronics,North West,Preston,4,83.88,0.05,318.74,187.28,131.46,Credit Card,Consumer
ORD012333,2025-11-20,C0199,Amelia Wilson,P025,Toaster,Home Appliances,East Midlands,Leicester,2,38.37,0.05,72.9,40.06,32.84,PayPal,Consumer
ORD012334,2025-08-04,C0130,Lily Wright,P025,Toaster,Home Appliances,South East,Southampton,1,39.44,0.05,37.47,19.84,17.63,Credit Card,Consumer
ORD012335,2025-06-16,C0448,Liam Smith,P016,Training Shoes,Sports,East of England,Ipswich,4,102.72,0.2,328.7,209.92,118.78,Bank Transfer,Consumer
ORD012336,2025-09-26,C0629,Mason Hughes,P011,Desk Lamp,Furniture,Scotland,Edinburgh,4,69.28,0.05,263.26,126.36,136.9,Credit Card,Small Business
ORD012337,2025-11-28,C0948,Jack Thompson,P004,Bluetooth Speaker,Electronics,London,London,1,91.36,0.0,91.36,47.87,43.49,Credit Card,Consumer
ORD012338,2025-10-15,C0312,James Johnson,P006,Wireless Mouse,Electronics,London,London,2,48.35,0.05,91.86,49.0,42.86,Credit Card,Consumer
ORD012339,2025-08-21,C0985,Ethan Wilson,P017,Yoga Mat,Sports,Yorkshire,Sheffield,1,37.76,0.0,37.76,17.78,19.98,Debit Card,Consumer
ORD012340,2025-09-20,C0514,Sophie Brown,P018,Dumbbell Set,Sports,North East,Sunderland,1,78.5,0.0,78.5,43.02,35.48,Credit Card,Consumer
ORD012341,2025-12-06,C0735,Lily Smith,P023,Robot Vacuum,Home Appliances,South East,Southampton,1,354.5,0.0,354.5,216.48,138.02,Credit Card,Consumer
ORD012342,2025-12-10,C0323,Leo Thompson,P028,Leather Wallet,Accessories,Yorkshire,Sheffield,1,59.03,0.05,56.08,25.06,31.02,PayPal,Consumer
ORD012343,2025-09-24,C0017,Thomas Lewis,P028,Leather Wallet,Accessories,East of England,Ipswich,1,59.27,0.15,50.38,24.89,25.49,Debit Card,Consumer
ORD012344,2025-10-14,C0446,Ella Jones,P025,Toaster,Home Appliances,South West,Exeter,1,38.31,0.05,36.39,20.26,16.13,Debit Card,Consumer
ORD012345,2025-08-13,C0302,Chloe Johnson,P022,Air Fryer,Home Appliances,London,London,1,132.27,0.0,132.27,68.9,63.37,PayPal,Consumer
ORD012346,2025-11-22,C0734,Lucas Clarke,P023,Robot Vacuum,Home Appliances,Northern Ireland,Belfast,2,353.56,0.1,636.41,449.74,186.67,Credit Card,Consumer
ORD012347,2025-09-17,C0828,Isabella Jones,P015,Running Shoes,Sports,South East,Brighton,2,122.65,0.05,233.04,124.38,108.66,PayPal,Corporate
ORD012348,2025-01-16,C0716,Evie Johnson,P030,Smart Watch,Accessories,London,London,2,231.55,0.15,393.64,271.36,122.28,Debit Card,Consumer
ORD012349,2025-12-27,C0475,Harry Wright,P001,Laptop Pro 14,Electronics,South East,Reading,2,1041.92,0.0,2083.84,1458.42,625.42,Credit Card,Consumer
ORD012350,2025-12-29,C0847,Oliver Thompson,P005,Mechanical Keyboard,Electronics,North East,Sunderland,1,118.48,0.1,106.63,63.92,42.71,PayPal,Consumer
ORD012351,2025-10-31,C0507,Sophie Jones,P006,Wireless Mouse,Electronics,West Midlands,Wolverhampton,1,48.23,0.05,45.82,24.05,21.77,Credit Card,Consumer
ORD012352,2025-01-30,C0349,Amelia Hughes,P006,Wireless Mouse,Electronics,Scotland,Glasgow,2,50.11,0.0,100.22,47.12,53.1,PayPal,Small Business
ORD012353,2025-10-11,C0970,Sophie Walker,P023,Robot Vacuum,Home Appliances,London,London,1,345.38,0.05,328.11,219.66,108.45,Debit Card,Consumer
ORD012354,2025-04-24,C0340,Ella Green,P030,Smart Watch,Accessories,London,London,3,234.28,0.0,702.84,404.25,298.59,Credit Card,Consumer
ORD012355,2025-03-06,C0458,Liam Hall,P019,Fitness Tracker,Sports,North West,Manchester,1,123.99,0.0,123.99,71.4,52.59,Credit Card,Small Business
ORD012356,2025-06-02,C0360,Jack White,P001,Laptop Pro 14,Electronics,East of England,Norwich,1,1027.9,0.0,1027.9,734.64,293.26,Credit Card,Consumer
ORD012357,2025-08-17,C0763,Thomas Taylor,P022,Air Fryer,Home Appliances,London,London,1,128.69,0.0,128.69,68.55,60.14,Bank Transfer,Consumer
ORD012358,2025-08-13,C0210,Amelia Walker,P026,Blender,Home Appliances,Yorkshire,Leeds,2,68.62,0.15,116.65,68.94,47.71,Credit Card,Consumer
